Sample Name,Cell type,Label
human4_lib3.final_cell_0074,delta,4
human4_lib3.final_cell_0075,ductal,5
human4_lib3.final_cell_0076,ductal,5
human4_lib3.final_cell_0077,beta,3
human4_lib3.final_cell_0078,beta,3
human4_lib3.final_cell_0079,ductal,5
human4_lib3.final_cell_0080,delta,4
human4_lib3.final_cell_0081,beta,3
human4_lib3.final_cell_0082,alpha,2
human4_lib3.final_cell_0083,delta,4
human4_lib3.final_cell_0084,gamma,8
human4_lib3.final_cell_0085,beta,3
human4_lib3.final_cell_0086,ductal,5
human4_lib3.final_cell_0087,alpha,2
human4_lib3.final_cell_0088,alpha,2
human4_lib3.final_cell_0089,beta,3
human4_lib3.final_cell_0090,activated_stellate,1
human4_lib3.final_cell_0091,beta,3
human4_lib3.final_cell_0092,beta,3
human4_lib3.final_cell_0093,delta,4
human4_lib3.final_cell_0094,beta,3
human4_lib3.final_cell_0095,alpha,2
human4_lib3.final_cell_0096,ductal,5
human4_lib3.final_cell_0097,beta,3
human4_lib3.final_cell_0098,alpha,2
human4_lib3.final_cell_0099,beta,3
human4_lib3.final_cell_0100,ductal,5
human4_lib3.final_cell_0101,beta,3
human4_lib3.final_cell_0102,alpha,2
human4_lib3.final_cell_0103,beta,3
human4_lib3.final_cell_0104,ductal,5
human4_lib3.final_cell_0105,beta,3
human4_lib3.final_cell_0106,ductal,5
human4_lib3.final_cell_0107,delta,4
human4_lib3.final_cell_0108,beta,3
human4_lib3.final_cell_0109,alpha,2
human4_lib3.final_cell_0110,delta,4
human4_lib3.final_cell_0111,delta,4
human4_lib3.final_cell_0112,beta,3
human4_lib3.final_cell_0113,ductal,5
human4_lib3.final_cell_0114,alpha,2
human4_lib3.final_cell_0115,delta,4
human4_lib3.final_cell_0116,beta,3
human4_lib3.final_cell_0117,beta,3
human4_lib3.final_cell_0118,alpha,2
human4_lib3.final_cell_0119,quiescent_stellate,11
human4_lib3.final_cell_0120,alpha,2
human4_lib3.final_cell_0121,beta,3
human4_lib3.final_cell_0122,activated_stellate,1
human4_lib3.final_cell_0123,ductal,5
human4_lib3.final_cell_0124,alpha,2
human4_lib3.final_cell_0125,ductal,5
human4_lib3.final_cell_0126,beta,3
human4_lib3.final_cell_0127,alpha,2
human4_lib3.final_cell_0128,alpha,2
human4_lib3.final_cell_0129,ductal,5
human4_lib3.final_cell_0130,ductal,5
human4_lib3.final_cell_0131,ductal,5
human4_lib3.final_cell_0132,alpha,2
human4_lib3.final_cell_0133,alpha,2
human4_lib3.final_cell_0134,alpha,2
human4_lib3.final_cell_0135,beta,3
human4_lib3.final_cell_0136,beta,3
human4_lib3.final_cell_0137,delta,4
human4_lib3.final_cell_0138,ductal,5
human4_lib3.final_cell_0139,beta,3
human4_lib3.final_cell_0140,beta,3
human4_lib3.final_cell_0141,ductal,5
human4_lib3.final_cell_0142,beta,3
human4_lib3.final_cell_0143,beta,3
human4_lib3.final_cell_0144,ductal,5
human4_lib3.final_cell_0145,gamma,8
human4_lib3.final_cell_0146,ductal,5
human4_lib3.final_cell_0147,alpha,2
human4_lib3.final_cell_0148,delta,4
human4_lib3.final_cell_0149,beta,3
human4_lib3.final_cell_0150,beta,3
human4_lib3.final_cell_0151,beta,3
human4_lib3.final_cell_0152,beta,3
human4_lib3.final_cell_0153,alpha,2
human4_lib3.final_cell_0154,delta,4
human4_lib3.final_cell_0155,beta,3
human4_lib3.final_cell_0156,beta,3
human4_lib3.final_cell_0157,beta,3
human4_lib3.final_cell_0158,ductal,5
human4_lib3.final_cell_0159,ductal,5
human4_lib3.final_cell_0160,ductal,5
human4_lib3.final_cell_0161,delta,4
human4_lib3.final_cell_0162,beta,3
human4_lib3.final_cell_0163,alpha,2
human4_lib3.final_cell_0164,alpha,2
human4_lib3.final_cell_0165,delta,4
human4_lib3.final_cell_0166,ductal,5
human4_lib3.final_cell_0167,ductal,5
human4_lib3.final_cell_0168,beta,3
human4_lib3.final_cell_0169,beta,3
human4_lib3.final_cell_0170,alpha,2
human4_lib3.final_cell_0171,gamma,8
human4_lib3.final_cell_0172,beta,3
human4_lib3.final_cell_0173,alpha,2
human4_lib3.final_cell_0174,delta,4
human4_lib3.final_cell_0175,alpha,2
human4_lib3.final_cell_0176,beta,3
human4_lib3.final_cell_0177,delta,4
human4_lib3.final_cell_0178,ductal,5
human4_lib3.final_cell_0179,ductal,5
human4_lib3.final_cell_0180,beta,3
human4_lib3.final_cell_0181,ductal,5
human4_lib3.final_cell_0182,beta,3
human4_lib3.final_cell_0183,alpha,2
human4_lib3.final_cell_0184,alpha,2
human4_lib3.final_cell_0185,ductal,5
human4_lib3.final_cell_0186,beta,3
human4_lib3.final_cell_0187,gamma,8
human4_lib3.final_cell_0188,alpha,2
human4_lib3.final_cell_0189,beta,3
human4_lib3.final_cell_0190,delta,4
human4_lib3.final_cell_0191,ductal,5
human4_lib3.final_cell_0192,beta,3
human4_lib3.final_cell_0193,alpha,2
human4_lib3.final_cell_0194,ductal,5
human4_lib3.final_cell_0195,alpha,2
human4_lib3.final_cell_0196,gamma,8
human4_lib3.final_cell_0197,beta,3
human4_lib3.final_cell_0198,beta,3
human4_lib3.final_cell_0199,beta,3
human4_lib3.final_cell_0200,ductal,5
human4_lib3.final_cell_0201,ductal,5
human4_lib3.final_cell_0202,beta,3
human4_lib3.final_cell_0203,gamma,8
human4_lib3.final_cell_0204,ductal,5
human4_lib3.final_cell_0205,alpha,2
human4_lib3.final_cell_0206,activated_stellate,1
human4_lib3.final_cell_0207,ductal,5
human4_lib3.final_cell_0208,gamma,8
human4_lib3.final_cell_0209,ductal,5
human4_lib3.final_cell_0210,alpha,2
human4_lib3.final_cell_0211,activated_stellate,1
human4_lib3.final_cell_0212,alpha,2
human4_lib3.final_cell_0213,beta,3
human4_lib3.final_cell_0214,beta,3
human4_lib3.final_cell_0215,macrophage,9
human4_lib3.final_cell_0216,ductal,5
human4_lib3.final_cell_0217,alpha,2
human4_lib3.final_cell_0218,delta,4
human4_lib3.final_cell_0219,beta,3
human4_lib3.final_cell_0220,ductal,5
human4_lib3.final_cell_0221,ductal,5
human4_lib3.final_cell_0222,ductal,5
human4_lib3.final_cell_0223,beta,3
human4_lib3.final_cell_0224,delta,4
human4_lib3.final_cell_0225,beta,3
human4_lib3.final_cell_0226,alpha,2
human4_lib3.final_cell_0227,ductal,5
human4_lib3.final_cell_0228,beta,3
human4_lib3.final_cell_0229,ductal,5
human4_lib3.final_cell_0230,activated_stellate,1
human4_lib3.final_cell_0231,alpha,2
human4_lib3.final_cell_0232,beta,3
human4_lib3.final_cell_0233,delta,4
human4_lib3.final_cell_0234,beta,3
human4_lib3.final_cell_0235,beta,3
human4_lib3.final_cell_0236,delta,4
human4_lib3.final_cell_0237,beta,3
human4_lib3.final_cell_0238,alpha,2
human4_lib3.final_cell_0239,alpha,2
human4_lib3.final_cell_0240,alpha,2
human4_lib3.final_cell_0241,ductal,5
human4_lib3.final_cell_0242,alpha,2
human4_lib3.final_cell_0243,alpha,2
human4_lib3.final_cell_0244,beta,3
human4_lib3.final_cell_0245,ductal,5
human4_lib3.final_cell_0246,ductal,5
human4_lib3.final_cell_0247,ductal,5
human4_lib3.final_cell_0248,alpha,2
human4_lib3.final_cell_0249,beta,3
human4_lib3.final_cell_0250,delta,4
human4_lib3.final_cell_0251,beta,3
human4_lib3.final_cell_0252,ductal,5
human4_lib3.final_cell_0253,beta,3
human4_lib3.final_cell_0254,ductal,5
human4_lib3.final_cell_0255,beta,3
human4_lib3.final_cell_0256,alpha,2
human4_lib3.final_cell_0257,beta,3
human4_lib3.final_cell_0258,beta,3
human4_lib3.final_cell_0259,ductal,5
human4_lib3.final_cell_0260,activated_stellate,1
human4_lib3.final_cell_0261,ductal,5
human4_lib3.final_cell_0262,beta,3
human4_lib3.final_cell_0263,ductal,5
human4_lib3.final_cell_0264,activated_stellate,1
human4_lib3.final_cell_0265,ductal,5
human4_lib3.final_cell_0266,beta,3
human4_lib3.final_cell_0267,beta,3
human4_lib3.final_cell_0268,beta,3
human4_lib3.final_cell_0269,delta,4
human4_lib3.final_cell_0270,alpha,2
human4_lib3.final_cell_0271,delta,4
human4_lib3.final_cell_0272,alpha,2
human4_lib3.final_cell_0273,ductal,5
human4_lib3.final_cell_0274,gamma,8
human4_lib3.final_cell_0275,gamma,8
human4_lib3.final_cell_0276,alpha,2
human4_lib3.final_cell_0277,ductal,5
human4_lib3.final_cell_0278,beta,3
human4_lib3.final_cell_0279,alpha,2
human4_lib3.final_cell_0280,alpha,2
human4_lib3.final_cell_0281,alpha,2
human4_lib3.final_cell_0282,ductal,5
human4_lib3.final_cell_0283,ductal,5
human4_lib3.final_cell_0284,beta,3
human4_lib3.final_cell_0285,beta,3
human4_lib3.final_cell_0286,ductal,5
human4_lib3.final_cell_0287,activated_stellate,1
human4_lib3.final_cell_0288,beta,3
human4_lib3.final_cell_0289,ductal,5
human4_lib3.final_cell_0290,ductal,5
human4_lib3.final_cell_0291,ductal,5
human4_lib3.final_cell_0292,acinar,0
human4_lib3.final_cell_0293,ductal,5
human4_lib3.final_cell_0294,gamma,8
human4_lib3.final_cell_0295,alpha,2
human4_lib3.final_cell_0296,ductal,5
human4_lib3.final_cell_0297,beta,3
human4_lib3.final_cell_0298,ductal,5
human4_lib3.final_cell_0299,gamma,8
human4_lib3.final_cell_0300,beta,3
human4_lib3.final_cell_0301,beta,3
human4_lib3.final_cell_0302,beta,3
human4_lib3.final_cell_0303,delta,4
human4_lib3.final_cell_0304,alpha,2
human4_lib3.final_cell_0305,beta,3
human4_lib3.final_cell_0306,beta,3
human4_lib3.final_cell_0307,beta,3
human4_lib3.final_cell_0308,activated_stellate,1
human4_lib3.final_cell_0309,ductal,5
human4_lib3.final_cell_0310,beta,3
human4_lib3.final_cell_0311,ductal,5
human4_lib3.final_cell_0312,beta,3
human4_lib3.final_cell_0313,beta,3
human4_lib3.final_cell_0314,gamma,8
human4_lib3.final_cell_0315,beta,3
human4_lib3.final_cell_0316,gamma,8
human4_lib3.final_cell_0317,ductal,5
human4_lib3.final_cell_0318,ductal,5
human4_lib3.final_cell_0319,beta,3
human4_lib3.final_cell_0320,beta,3
human4_lib3.final_cell_0321,alpha,2
human4_lib3.final_cell_0322,delta,4
human4_lib3.final_cell_0323,beta,3
human4_lib3.final_cell_0324,alpha,2
human4_lib3.final_cell_0325,ductal,5
human4_lib3.final_cell_0326,delta,4
human4_lib3.final_cell_0327,alpha,2
human4_lib3.final_cell_0328,ductal,5
human4_lib3.final_cell_0329,alpha,2
human4_lib3.final_cell_0330,ductal,5
human4_lib3.final_cell_0331,delta,4
human4_lib3.final_cell_0332,alpha,2
human4_lib3.final_cell_0333,alpha,2
human4_lib3.final_cell_0334,beta,3
human4_lib3.final_cell_0335,ductal,5
human4_lib3.final_cell_0336,ductal,5
human4_lib3.final_cell_0337,ductal,5
human4_lib3.final_cell_0338,beta,3
human4_lib3.final_cell_0339,ductal,5
human4_lib3.final_cell_0340,alpha,2
human4_lib3.final_cell_0341,beta,3
human4_lib3.final_cell_0342,ductal,5
human4_lib3.final_cell_0343,alpha,2
human4_lib3.final_cell_0344,beta,3
human4_lib3.final_cell_0345,gamma,8
human4_lib3.final_cell_0346,delta,4
human4_lib3.final_cell_0347,alpha,2
human4_lib3.final_cell_0348,ductal,5
human4_lib3.final_cell_0349,gamma,8
human4_lib3.final_cell_0350,ductal,5
human4_lib3.final_cell_0351,beta,3
human4_lib3.final_cell_0352,beta,3
human4_lib3.final_cell_0353,beta,3
human4_lib3.final_cell_0354,ductal,5
human4_lib3.final_cell_0355,alpha,2
human4_lib3.final_cell_0356,beta,3
human4_lib3.final_cell_0357,beta,3
human4_lib3.final_cell_0358,beta,3
human4_lib3.final_cell_0359,alpha,2
human4_lib3.final_cell_0360,alpha,2
human4_lib3.final_cell_0361,beta,3
human4_lib3.final_cell_0362,alpha,2
human4_lib3.final_cell_0363,alpha,2
human4_lib3.final_cell_0364,beta,3
human4_lib3.final_cell_0365,beta,3
human4_lib3.final_cell_0366,alpha,2
human4_lib3.final_cell_0367,beta,3
human4_lib3.final_cell_0368,beta,3
human4_lib3.final_cell_0369,alpha,2
human4_lib3.final_cell_0370,beta,3
human4_lib3.final_cell_0371,alpha,2
human4_lib3.final_cell_0372,delta,4
human4_lib3.final_cell_0373,beta,3
human4_lib3.final_cell_0374,beta,3
human4_lib3.final_cell_0375,alpha,2
human4_lib3.final_cell_0376,activated_stellate,1
human4_lib3.final_cell_0377,beta,3
human4_lib3.final_cell_0378,gamma,8
human4_lib3.final_cell_0379,alpha,2
human4_lib3.final_cell_0380,beta,3
human4_lib3.final_cell_0381,beta,3
human4_lib3.final_cell_0382,alpha,2
human4_lib3.final_cell_0383,alpha,2
human4_lib3.final_cell_0384,activated_stellate,1
human4_lib3.final_cell_0385,activated_stellate,1
human4_lib3.final_cell_0386,alpha,2
human4_lib3.final_cell_0387,beta,3
human4_lib3.final_cell_0388,alpha,2
human4_lib3.final_cell_0389,ductal,5
human4_lib3.final_cell_0390,ductal,5
human4_lib3.final_cell_0391,beta,3
human4_lib3.final_cell_0392,beta,3
human4_lib3.final_cell_0393,gamma,8
human4_lib3.final_cell_0394,gamma,8
human4_lib3.final_cell_0395,beta,3
human4_lib3.final_cell_0396,activated_stellate,1
human4_lib3.final_cell_0397,ductal,5
human4_lib3.final_cell_0398,beta,3
human4_lib3.final_cell_0399,alpha,2
human4_lib3.final_cell_0400,ductal,5
human4_lib3.final_cell_0401,alpha,2
human4_lib3.final_cell_0402,beta,3
human4_lib3.final_cell_0403,beta,3
human4_lib3.final_cell_0404,alpha,2
human4_lib3.final_cell_0405,ductal,5
human4_lib3.final_cell_0406,beta,3
human4_lib3.final_cell_0407,alpha,2
human4_lib3.final_cell_0408,alpha,2
human4_lib3.final_cell_0409,gamma,8
human4_lib3.final_cell_0410,delta,4
human4_lib3.final_cell_0411,alpha,2
human4_lib3.final_cell_0412,beta,3
human4_lib3.final_cell_0413,ductal,5
human4_lib3.final_cell_0414,beta,3
human4_lib3.final_cell_0415,beta,3
human4_lib3.final_cell_0416,ductal,5
human4_lib3.final_cell_0417,beta,3
human4_lib3.final_cell_0418,ductal,5
human4_lib3.final_cell_0419,beta,3
human4_lib3.final_cell_0420,beta,3
human4_lib3.final_cell_0421,ductal,5
human4_lib3.final_cell_0422,alpha,2
human4_lib3.final_cell_0423,ductal,5
human4_lib3.final_cell_0424,ductal,5
human4_lib3.final_cell_0425,gamma,8
human4_lib3.final_cell_0426,alpha,2
human4_lib3.final_cell_0427,endothelial,6
human4_lib3.final_cell_0428,ductal,5
human4_lib3.final_cell_0429,beta,3
human4_lib3.final_cell_0430,gamma,8
human4_lib3.final_cell_0431,beta,3
human4_lib3.final_cell_0432,ductal,5
human4_lib3.final_cell_0433,alpha,2
human4_lib3.final_cell_0434,ductal,5
human4_lib3.final_cell_0435,activated_stellate,1
human4_lib3.final_cell_0436,gamma,8
human4_lib3.final_cell_0437,beta,3
human4_lib3.final_cell_0438,alpha,2
human4_lib3.final_cell_0439,ductal,5
human4_lib3.final_cell_0440,beta,3
human4_lib3.final_cell_0441,ductal,5
human4_lib3.final_cell_0442,activated_stellate,1
human4_lib3.final_cell_0443,gamma,8
human4_lib3.final_cell_0444,ductal,5
human4_lib3.final_cell_0445,alpha,2
human4_lib3.final_cell_0446,beta,3
human4_lib3.final_cell_0447,beta,3
human4_lib3.final_cell_0448,ductal,5
human4_lib3.final_cell_0449,beta,3
human4_lib3.final_cell_0450,beta,3
human4_lib3.final_cell_0451,delta,4
human4_lib3.final_cell_0452,gamma,8
human4_lib3.final_cell_0453,ductal,5
human4_lib3.final_cell_0454,beta,3
human4_lib3.final_cell_0455,beta,3
human4_lib3.final_cell_0456,beta,3
human4_lib3.final_cell_0457,beta,3
human4_lib3.final_cell_0458,beta,3
human4_lib3.final_cell_0459,activated_stellate,1
human4_lib3.final_cell_0460,beta,3
human4_lib3.final_cell_0461,alpha,2
human4_lib3.final_cell_0462,ductal,5
human4_lib3.final_cell_0463,beta,3
human4_lib3.final_cell_0464,gamma,8
human4_lib3.final_cell_0465,ductal,5
human4_lib3.final_cell_0466,beta,3
human4_lib3.final_cell_0467,beta,3
human4_lib3.final_cell_0468,alpha,2
human4_lib3.final_cell_0469,activated_stellate,1
human4_lib3.final_cell_0470,beta,3
human4_lib3.final_cell_0471,alpha,2
human4_lib3.final_cell_0472,beta,3
human4_lib3.final_cell_0473,beta,3
human4_lib3.final_cell_0474,alpha,2
human4_lib3.final_cell_0475,ductal,5
human4_lib3.final_cell_0476,beta,3
human4_lib3.final_cell_0477,alpha,2
human4_lib3.final_cell_0478,beta,3
human4_lib3.final_cell_0479,ductal,5
human4_lib3.final_cell_0480,beta,3
human4_lib3.final_cell_0481,delta,4
human4_lib3.final_cell_0482,alpha,2
human4_lib3.final_cell_0483,beta,3
human4_lib3.final_cell_0484,alpha,2
human4_lib3.final_cell_0485,alpha,2
human4_lib3.final_cell_0486,ductal,5
human4_lib3.final_cell_0487,beta,3
human4_lib3.final_cell_0488,alpha,2
human4_lib3.final_cell_0489,beta,3
human4_lib3.final_cell_0490,beta,3
human4_lib3.final_cell_0491,beta,3
human4_lib3.final_cell_0492,beta,3
human4_lib3.final_cell_0493,beta,3
human4_lib3.final_cell_0494,beta,3
human4_lib3.final_cell_0495,alpha,2
human4_lib3.final_cell_0496,ductal,5
human4_lib3.final_cell_0497,endothelial,6
human4_lib3.final_cell_0498,alpha,2
human4_lib3.final_cell_0499,delta,4
human4_lib3.final_cell_0500,beta,3
human4_lib3.final_cell_0501,alpha,2
human4_lib3.final_cell_0502,beta,3
human4_lib3.final_cell_0503,beta,3
human4_lib3.final_cell_0504,alpha,2
human4_lib3.final_cell_0505,beta,3
human4_lib3.final_cell_0506,beta,3
human4_lib3.final_cell_0507,ductal,5
human4_lib3.final_cell_0508,beta,3
human4_lib3.final_cell_0509,alpha,2
human4_lib3.final_cell_0510,ductal,5
human4_lib3.final_cell_0511,beta,3
human4_lib3.final_cell_0512,beta,3
human4_lib3.final_cell_0513,gamma,8
human4_lib3.final_cell_0514,beta,3
human4_lib3.final_cell_0515,beta,3
human4_lib3.final_cell_0516,ductal,5
human4_lib3.final_cell_0517,ductal,5
human4_lib3.final_cell_0518,beta,3
human4_lib3.final_cell_0519,beta,3
human4_lib3.final_cell_0520,alpha,2
human4_lib3.final_cell_0521,alpha,2
human4_lib3.final_cell_0522,alpha,2
human4_lib3.final_cell_0523,alpha,2
human4_lib3.final_cell_0524,activated_stellate,1
human4_lib3.final_cell_0525,alpha,2
human4_lib3.final_cell_0526,alpha,2
human4_lib3.final_cell_0527,alpha,2
human4_lib3.final_cell_0528,alpha,2
human4_lib3.final_cell_0529,gamma,8
human4_lib3.final_cell_0530,ductal,5
human4_lib3.final_cell_0531,alpha,2
human4_lib3.final_cell_0532,alpha,2
human4_lib3.final_cell_0533,beta,3
human4_lib3.final_cell_0534,beta,3
human4_lib3.final_cell_0535,beta,3
human4_lib3.final_cell_0536,ductal,5
human4_lib3.final_cell_0537,alpha,2
human4_lib3.final_cell_0538,alpha,2
human4_lib3.final_cell_0539,beta,3
human4_lib3.final_cell_0540,alpha,2
human4_lib3.final_cell_0541,alpha,2
human4_lib3.final_cell_0542,beta,3
human4_lib3.final_cell_0543,beta,3
human4_lib3.final_cell_0544,delta,4
human4_lib3.final_cell_0545,ductal,5
human4_lib3.final_cell_0546,alpha,2
human4_lib3.final_cell_0547,beta,3
human4_lib3.final_cell_0548,beta,3
human4_lib3.final_cell_0549,ductal,5
human4_lib3.final_cell_0550,beta,3
human4_lib3.final_cell_0551,beta,3
human4_lib3.final_cell_0552,beta,3
human4_lib3.final_cell_0553,beta,3
human4_lib3.final_cell_0554,beta,3
human4_lib3.final_cell_0555,beta,3
human4_lib3.final_cell_0556,ductal,5
human4_lib3.final_cell_0557,beta,3
human4_lib3.final_cell_0558,alpha,2
human4_lib3.final_cell_0559,alpha,2
human4_lib3.final_cell_0560,alpha,2
human4_lib3.final_cell_0561,alpha,2
human4_lib3.final_cell_0562,beta,3
human4_lib3.final_cell_0563,alpha,2
human4_lib3.final_cell_0564,beta,3
human4_lib3.final_cell_0565,alpha,2
human4_lib3.final_cell_0566,gamma,8
human4_lib3.final_cell_0567,beta,3
human4_lib3.final_cell_0568,gamma,8
human4_lib3.final_cell_0569,beta,3
human4_lib3.final_cell_0570,gamma,8
human4_lib3.final_cell_0571,beta,3
human4_lib3.final_cell_0572,beta,3
human4_lib3.final_cell_0573,alpha,2
human4_lib3.final_cell_0574,macrophage,9
human4_lib3.final_cell_0575,ductal,5
human4_lib3.final_cell_0576,beta,3
human4_lib3.final_cell_0577,alpha,2
human4_lib3.final_cell_0578,alpha,2
human4_lib3.final_cell_0579,beta,3
human4_lib3.final_cell_0580,beta,3
human4_lib3.final_cell_0581,delta,4
human4_lib3.final_cell_0582,beta,3
human4_lib3.final_cell_0583,beta,3
human4_lib3.final_cell_0584,beta,3
human4_lib3.final_cell_0585,beta,3
human4_lib3.final_cell_0586,alpha,2
human4_lib3.final_cell_0587,ductal,5
human4_lib3.final_cell_0588,alpha,2
human4_lib3.final_cell_0589,alpha,2
human4_lib3.final_cell_0590,activated_stellate,1
human4_lib3.final_cell_0591,gamma,8
human4_lib3.final_cell_0592,beta,3
human4_lib3.final_cell_0593,beta,3
human4_lib3.final_cell_0594,ductal,5
human4_lib3.final_cell_0595,ductal,5
human4_lib3.final_cell_0596,alpha,2
human4_lib3.final_cell_0597,beta,3
human4_lib3.final_cell_0598,alpha,2
human4_lib3.final_cell_0599,delta,4
human4_lib3.final_cell_0600,activated_stellate,1
human4_lib3.final_cell_0601,beta,3
human4_lib3.final_cell_0602,ductal,5
human4_lib3.final_cell_0603,alpha,2
human4_lib3.final_cell_0604,endothelial,6
human4_lib3.final_cell_0605,beta,3
human4_lib3.final_cell_0606,beta,3
human4_lib3.final_cell_0607,ductal,5
human4_lib3.final_cell_0608,alpha,2
human4_lib3.final_cell_0609,beta,3
human4_lib3.final_cell_0610,beta,3
human4_lib3.final_cell_0611,ductal,5
human4_lib3.final_cell_0612,beta,3
human4_lib3.final_cell_0613,ductal,5
human4_lib3.final_cell_0614,alpha,2
human4_lib3.final_cell_0615,alpha,2
human4_lib3.final_cell_0616,alpha,2
human4_lib3.final_cell_0617,gamma,8
human4_lib3.final_cell_0618,beta,3
human4_lib3.final_cell_0619,beta,3
human4_lib3.final_cell_0620,alpha,2
human4_lib3.final_cell_0621,beta,3
human4_lib3.final_cell_0622,gamma,8
human4_lib3.final_cell_0623,beta,3
human4_lib3.final_cell_0624,beta,3
human4_lib3.final_cell_0625,beta,3
human4_lib3.final_cell_0626,beta,3
human4_lib3.final_cell_0627,beta,3
human4_lib3.final_cell_0628,ductal,5
human4_lib3.final_cell_0629,alpha,2
human4_lib3.final_cell_0630,beta,3
human4_lib3.final_cell_0631,beta,3
human4_lib3.final_cell_0632,beta,3
human4_lib3.final_cell_0633,beta,3
human4_lib3.final_cell_0634,beta,3
human4_lib3.final_cell_0635,alpha,2
human4_lib3.final_cell_0636,beta,3
human4_lib3.final_cell_0637,gamma,8
human4_lib3.final_cell_0638,beta,3
human4_lib3.final_cell_0639,ductal,5
human4_lib3.final_cell_0640,alpha,2
human4_lib3.final_cell_0641,alpha,2
human4_lib3.final_cell_0642,ductal,5
human4_lib3.final_cell_0643,gamma,8
human4_lib3.final_cell_0644,activated_stellate,1
human4_lib3.final_cell_0645,alpha,2
human4_lib3.final_cell_0646,alpha,2
human4_lib3.final_cell_0647,alpha,2
human4_lib3.final_cell_0648,alpha,2
human4_lib3.final_cell_0649,alpha,2
human4_lib3.final_cell_0650,ductal,5
human4_lib3.final_cell_0651,beta,3
human4_lib3.final_cell_0652,alpha,2
human4_lib3.final_cell_0653,beta,3
human4_lib3.final_cell_0654,activated_stellate,1
human4_lib3.final_cell_0655,delta,4
human4_lib3.final_cell_0656,ductal,5
human4_lib3.final_cell_0657,beta,3
human4_lib3.final_cell_0658,alpha,2
human4_lib3.final_cell_0659,gamma,8
human4_lib3.final_cell_0660,alpha,2
human4_lib3.final_cell_0661,beta,3
human4_lib3.final_cell_0662,mast,10
human4_lib3.final_cell_0663,beta,3
human4_lib3.final_cell_0664,ductal,5
human4_lib3.final_cell_0665,beta,3
human4_lib3.final_cell_0666,ductal,5
human4_lib3.final_cell_0667,beta,3
human4_lib3.final_cell_0668,beta,3
human4_lib3.final_cell_0669,beta,3
human4_lib3.final_cell_0670,schwann,12
human4_lib3.final_cell_0671,alpha,2
human4_lib3.final_cell_0672,ductal,5
human4_lib3.final_cell_0673,beta,3
human4_lib3.final_cell_0674,beta,3
human4_lib3.final_cell_0675,beta,3
human4_lib3.final_cell_0676,ductal,5
human4_lib3.final_cell_0677,ductal,5
human4_lib3.final_cell_0678,beta,3
human4_lib3.final_cell_0679,ductal,5
human4_lib3.final_cell_0680,delta,4
human4_lib3.final_cell_0681,alpha,2
human4_lib3.final_cell_0682,alpha,2
human4_lib3.final_cell_0683,quiescent_stellate,11
human4_lib3.final_cell_0684,beta,3
human4_lib3.final_cell_0685,beta,3
human4_lib3.final_cell_0686,activated_stellate,1
human4_lib3.final_cell_0687,beta,3
human4_lib3.final_cell_0688,beta,3
human4_lib3.final_cell_0689,alpha,2
human4_lib3.final_cell_0690,beta,3
human4_lib3.final_cell_0691,beta,3
human4_lib3.final_cell_0692,beta,3
human4_lib3.final_cell_0693,beta,3
human4_lib3.final_cell_0694,alpha,2
human4_lib3.final_cell_0695,beta,3
human4_lib3.final_cell_0696,beta,3
human4_lib3.final_cell_0697,activated_stellate,1
human4_lib3.final_cell_0698,alpha,2
human4_lib3.final_cell_0699,beta,3
human4_lib3.final_cell_0700,beta,3
human4_lib3.final_cell_0701,ductal,5
